ROW_ID,PRODUCT_TYPE,PRODUCT_NAME,METAL,CONCENTRATION,UNITS,MANUFACTURER,MADE_IN_COUNTRY,PURCHASE COUNTRY,COLLECTION_DATE,INVESTIGATION TYPE
6321,Food-Spice,Kishwan Turmeric Spice Powder,Lead,-1,ppm,Kishwan Agro Products Ltd,BANGLADESH,UNITED STATES,08/10/2022 00:00,S
6322,Religious powder,Bhakti Kumkum,Lead,2.3,ppm,UNKNOWN OR NOT STATED,INDIA,UNITED STATES,08/10/2022 00:00,S
6323,Religious powder,Gulal Powder,Lead,5,ppm,UNKNOWN OR NOT STATED,INDIA,UNITED STATES,08/10/2022 00:00,S
6324,Dietary Supplement/Medications/Remedy,Rita Ritz Malunggay Tea,Lead,-1,ppm,UNKNOWN OR NOT STATED,PHILIPPINES,UNITED STATES,08/10/2022 00:00,S
6325,Cosmetics,Alum Powder (Tawas),Lead,-1,ppm,UNKNOWN OR NOT STATED,PHILIPPINES,UNITED STATES,08/10/2022 00:00,S
6326,Food Other,Abarrotera Central Royal,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,08/10/2022 00:00,S
6327,Tableware/Pottery,Aluminum cooking pot,Lead,1.6,MG/L,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,08/10/2022 00:00,S
6328,Food-Spice,Maya Turmeric Powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,08/10/2022 00:00,S
6329,Religious powder,Pooja Hut Sindoor,Lead,430,ppm,UNKNOWN OR NOT STATED,INDIA,UNITED STATES,08/10/2022 00:00,S
6330,Religious powder,Kanaiya Sindoor Orange,Lead,86,ppm,UNKNOWN OR NOT STATED,INDIA,UNITED STATES,08/10/2022 00:00,S
6331,Religious powder,Sri Durga Kumkum,Lead,-1,ppm,Y.V.S.,INDIA,UNITED STATES,08/10/2022 00:00,S
6332,Food-Spice,African Clove,Lead,0.37,ppm,UNKNOWN OR NOT STATED,GHANA,GHANA,08/19/2022 12:00:00 AM,C
6333,Food-Spice,Yammiah or African Nutmeg,Lead,-1,ppm,UNKNOWN OR NOT STATED,GHANA,GHANA,08/19/2022 12:00:00 AM,C
6334,Food Other,Fish Powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,GHANA,GHANA,08/19/2022 12:00:00 AM,C
6335,Food-Spice,RED PEPPER SPICE,Lead,49,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,08/22/2022 12:00:00 AM,C
6336,Tableware/Pottery,Large Bowl,Lead,9.9,MG/CM^2,UNKNOWN OR NOT STATED,MEXICO,UNKNOWN OR NOT STATED,08/23/2022 12:00:00 AM,C
6337,Tableware/Pottery,Small Bowl,Lead,9.9,MG/CM^2,UNKNOWN OR NOT STATED,MEXICO,MEXICO,08/23/2022 12:00:00 AM,C
6338,Tableware/Pottery,Medium Pitcher Cover,Lead,7.9,MG/CM^2,UNKNOWN OR NOT STATED,MEXICO,MEXICO,08/23/2022 12:00:00 AM,C
6339,Tableware/Pottery,Medium Pitcher,Lead,6.3,MG/CM^2,UNKNOWN OR NOT STATED,MEXICO,MEXICO,08/23/2022 12:00:00 AM,C
6340,Tableware/Pottery,Medium Bowl,Lead,0.4,MG/CM^2,UNKNOWN OR NOT STATED,MEXICO,MEXICO,08/23/2022 12:00:00 AM,C
6341,Tableware/Pottery,Clay pot,Lead,9.9,MG/CM^2,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,08/26/2022 12:00:00 AM,C
6342,Tableware/Pottery,Clay pot,Lead,4.1,MG/CM^2,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,08/26/2022 12:00:00 AM,C
6343,Food-Spice,Smoked Paprika,Lead,0.33,ppm,UNKNOWN OR NOT STATED,INDIA,INDIA,08/26/2022 12:00:00 AM,C
6344,Food-Spice,Turmeric Powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,INDIA,08/26/2022 12:00:00 AM,C
6345,Food-Spice,Mixt Spices (Black pepper and cloves),Lead,0.32,ppm,UNKNOWN OR NOT STATED,INDIA,INDIA,08/26/2022 12:00:00 AM,C
6346,Food-Spice,Ground Paprika,Lead,-1,ppm,Olde Thompson,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,08/26/2022 12:00:00 AM,C
6347,Food-Spice,Turmeric Powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,BANGLADESH,08/27/2022 12:00:00 AM,C
6348,Food-Spice,Red Chilli Pepper,Lead,-1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,BANGLADESH,08/27/2022 12:00:00 AM,C
6349,Food-Spice,Coriander Powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,BANGLADESH,08/27/2022 12:00:00 AM,C
6350,Cosmetics,Coconut Oil  Huile de Coconut,Lead,-1,ppm,UNKNOWN OR NOT STATED,GUYANA,GUYANA,08/28/2022 12:00:00 AM,C
6351,Toys/Children's Products,Hair clip,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,08/30/2022 12:00:00 AM,C
6352,Food-Spice,Coriander,Lead,-1,ppm,UNKNOWN OR NOT STATED,PAKISTAN,UNITED STATES,08/31/2022 12:00:00 AM,C
6353,Food-Spice,Turmeric,Lead,-1,ppm,UNKNOWN OR NOT STATED,PAKISTAN,UNITED STATES,08/31/2022 12:00:00 AM,C
6354,Food-Spice,Cumin,Lead,0.35,ppm,UNKNOWN OR NOT STATED,PAKISTAN,UNITED STATES,08/31/2022 12:00:00 AM,C
6355,Cosmetics,Surma Eyeliner,Lead,450000,ppm,UNKNOWN OR NOT STATED,PAKISTAN,PAKISTAN,08/31/2022 12:00:00 AM,C
6356,Paint Supplies,YlnMn-Blue,Lead,1.1,ppm,Kremer Pigmente,GERMANY,GERMANY,09/01/2022 00:00,C
6357,Dietary Supplement/Medications/Remedy,Chinese Peony Root,Lead,-1,ppm,UNKNOWN OR NOT STATED,CHINA,UNITED STATES,09/02/2022 00:00,C
6358,Food-Spice,Coriander Powder,Lead,-1,ppm,House Of Spices (India) Inc.,INDIA,INDIA,09/07/2022 00:00,C
6359,Food-Spice,Turmeric Powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,INDIA,09/07/2022 00:00,C
6360,Food-Spice,Cumin Seed Whole,Lead,0.28,ppm,UNKNOWN OR NOT STATED,INDIA,INDIA,09/07/2022 00:00,C
6361,Food-Spice,Red Chili Powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,INDIA,09/07/2022 00:00,C
6362,Food-Spice,Turmeric Powder,Lead,-1,ppm,SQUARE Food & Beverage LTD,UNKNOWN OR NOT STATED,INDIA,09/13/2022 12:00:00 AM,C
6363,Food-Candy,Cacao,Lead,61,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,ECUADOR,09/14/2022 12:00:00 AM,C
6365,Food-Spice,Fenugreek leaves,Lead,2.1,ppm,NATIONAL FOODS LTD,PAKISTAN,UNKNOWN OR NOT STATED,09/19/2022 12:00:00 AM,C
6366,Food-Spice,Turmeric,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,09/19/2022 12:00:00 AM,C
6367,Food-Spice,RED PEPPER POWDER,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,09/19/2022 12:00:00 AM,C
6368,Food-Spice,VEGETABLE MASALA,Lead,-1,ppm,SHAN PRODUCT,PAKISTAN,UNKNOWN OR NOT STATED,09/19/2022 12:00:00 AM,C
6369,Dietary Supplement/Medications/Remedy,Multivitamin supplement,Lead,0.61,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,ECUADOR,09/21/2022 12:00:00 AM,C
6370,Food Other,2 Minutes Noodles,Lead,-1,ppm,Nestle,BANGLADESH,BANGLADESH,09/22/2022 12:00:00 AM,C
6371,Cosmetics,Pure & Simple baby,Lead,1,ppm,Coppertone,UNKNOWN OR NOT STATED,GERMANY,09/22/2022 12:00:00 AM,C
6372,Toys/Children's Products,Glitter Slime,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,CHINA,09/22/2022 12:00:00 AM,C
6373,Food-Spice,Turmeric,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,09/22/2022 12:00:00 AM,C
6374,Food-Spice,Red Crushed Chili,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,09/22/2022 12:00:00 AM,C
6375,Food-Spice,Oriental Mascot Spice Salt,Lead,1.6,ppm,UNKNOWN OR NOT STATED,TAIWAN - PROVINCE OF CHINA,UNITED STATES,09/26/2022 12:00:00 AM,S
6376,Food-Spice,Mama Sita's Chopsuey/Pancit Canton Stir Fry Mix,Lead,-1,ppm,Marigold Manufacturing Corporation,PHILIPPINES,UNITED STATES,09/26/2022 12:00:00 AM,S
6377,Food-Spice,Mama Sita's Capampangan Sisig Citrus-Pepper Spice Mix,Lead,-1,ppm,Marigold Manufacturing Corporation,PHILIPPINES,UNITED STATES,09/26/2022 12:00:00 AM,S
6378,Food-Spice,Mama Sita's Pang Kare-Kare Stew Base Mix,Lead,-1,ppm,Marigold Manufacturing Corporation,PHILIPPINES,UNITED STATES,09/26/2022 12:00:00 AM,S
6379,Food-Spice,Mama Sita's Ilocano Pinapaitan Bitter Stew Mix,Lead,-1,ppm,Marigold Manufacturing Company,PHILIPPINES,UNITED STATES,09/26/2022 12:00:00 AM,S
6380,Food-Spice,Mama Sita's Palabok Oriental Gravy Mix,Lead,-1,ppm,Marigold Manufacturing Corporation,PHILIPPINES,UNITED STATES,09/26/2022 12:00:00 AM,S
6381,Food-Spice,Mama Sita's Manudo/Afritada Meat Stew Mix,Lead,-1,ppm,Marigold Manufacturing Corporation,PHILIPPINES,UNITED STATES,09/26/2022 12:00:00 AM,S
6382,Food-Spice,Mama Sita's Annatto Seeds,Lead,-1,ppm,Marigold Manufacturing Corporation,PHILIPPINES,UNITED STATES,09/26/2022 12:00:00 AM,S
6383,Food-Spice,Aling Conching Bay Leaves,Lead,0.47,ppm,UNKNOWN OR NOT STATED,PHILIPPINES,UNITED STATES,09/26/2022 12:00:00 AM,S
6384,Food-Spice,Mama Sita's Tocino Marinating Mix,Lead,-1,ppm,Marigold Manufacturing Corporation,PHILIPPINES,UNITED STATES,09/26/2022 12:00:00 AM,S
6385,Food-Spice,Mama Sita's Breading Mix,Lead,-1,ppm,Marigold Manufacturing Corporation,PHILIPPINES,UNITED STATES,09/26/2022 12:00:00 AM,S
6386,Food-Spice,Mama Sita's Tinola Ginger Soup Base Mix,Lead,-1,ppm,Marigold Manufacturing Corporation,PHILIPPINES,UNITED STATES,09/26/2022 12:00:00 AM,S
6387,Food-Spice,Mama Sita's Adobo Savory Sauce Mix,Lead,-1,ppm,Marigold Manufacturing Corporation,PHILIPPINES,UNITED STATES,09/26/2022 12:00:00 AM,S
6388,Food-Spice,Mama Sita's Escabeche (Sweet and Sour Sauce) Mix,Lead,-1,ppm,Marigold Manufacturing Corporation,PHILIPPINES,UNITED STATES,09/26/2022 12:00:00 AM,S
6389,Food-Spice,Mama Sita's Sinigang Sa Sampalok Mix (Tamarink Seasoning Mix- Hot),Lead,-1,ppm,Marigold Manufacturing Corporation,UNITED STATES,UNITED STATES,09/26/2022 12:00:00 AM,S
6390,Food-Spice,Ligaya Safflower (Kasubha),Lead,3.5,ppm,UNKNOWN OR NOT STATED,PHILIPPINES,UNITED STATES,09/26/2022 12:00:00 AM,S
6391,Food-Spice,Mama Sita's Achuete Annatto Powder,Lead,-1,ppm,Marigold Manufacturing Corporation,PHILIPPINES,UNITED STATES,09/26/2022 12:00:00 AM,S
6392,Food-Spice,Trader Joes Ajika Georgian Seasoning Blend,Lead,-1,ppm,Trader Joes,GEORGIA,UNITED STATES,09/28/2022 12:00:00 AM,C
6393,Paint Supplies,Rub'n Buff Wax Metallic Finish,Lead,-1,ppm,AMACO,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,09/28/2022 12:00:00 AM,C
6394,Tableware/Pottery,Clay pot,Lead,5.2,MG/CM^2,UNKNOWN OR NOT STATED,MEXICO,MEXICO,09/28/2022 12:00:00 AM,C
6395,Tableware/Pottery,Clay pot,Lead,9.9,MG/CM^2,UNKNOWN OR NOT STATED,MEXICO,MEXICO,09/28/2022 12:00:00 AM,C
6396,Tableware/Pottery,Clay cup,Lead,0.9,MG/CM^2,UNKNOWN OR NOT STATED,MEXICO,MEXICO,09/28/2022 12:00:00 AM,C
6397,Food-Spice,Red chili powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,09/29/2022 12:00:00 AM,C
6398,Food-Spice,Turmeric,Lead,0.24,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,09/29/2022 12:00:00 AM,C
6399,Food-Spice,Therbal Brand Ground Cinnamon,Lead,-1,ppm,UNKNOWN OR NOT STATED,JAMAICA,UNITED STATES,09/29/2022 12:00:00 AM,S
6400,Food-Spice,Therbal Ground Nutmeg,Lead,-1,ppm,UNKNOWN OR NOT STATED,JAMAICA,UNITED STATES,09/29/2022 12:00:00 AM,S
6401,Food-Spice,Chief Ground Roasted Geera (Cumin),Lead,-1,ppm,Chief Brand Products,TRINIDAD AND TOBAGO,UNITED STATES,09/29/2022 12:00:00 AM,S
6402,Food Other,Angel Brand Sarsaparilla,Lead,0.4,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,09/29/2022 12:00:00 AM,S
6403,Food Other,Angel Brand Jamaican Peppermint,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,09/29/2022 12:00:00 AM,S
6404,Food-Spice,Angel Brand Bay Leaf,Lead,0.97,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,09/29/2022 12:00:00 AM,S
6405,Food-Spice,Angel Brand Thyme Sticks,Lead,0.65,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,09/29/2022 12:00:00 AM,S
6406,Food-Spice,Angel Brand Ground Turmeric,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,09/29/2022 12:00:00 AM,S
6407,Food-Spice,Angel Brand Ground Cloves,Lead,0.25,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,09/29/2022 12:00:00 AM,S
6408,Food-Spice,Angel Brand Ground Allspice,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,09/29/2022 12:00:00 AM,S
6409,Food Other,Angel Brand Senna Leaves,Lead,0.29,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,09/29/2022 12:00:00 AM,S
6410,Food Other,Angel Brand Senna Pods,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,09/29/2022 12:00:00 AM,S
6411,Food-Spice,Annatto Powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,09/29/2022 12:00:00 AM,S
6412,Food-Spice,Paprika,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,09/29/2022 12:00:00 AM,S
6413,Food-Spice,Cayenne Pepper,Lead,0.46,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,09/29/2022 12:00:00 AM,S
6414,Food-Spice,Turmeric Powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,09/29/2022 12:00:00 AM,S
6415,Food-Spice,Bay leaf,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,09/29/2022 12:00:00 AM,S
6416,Dietary Supplement/Medications/Remedy,Jamaican Moho Healing Herb,Arsenic,-1,ppm,UNKNOWN OR NOT STATED,JAMAICA,UNITED STATES,09/29/2022 12:00:00 AM,S
6417,Dietary Supplement/Medications/Remedy,Jamaican Moho Healing Herb,Cadmium,-1,ppm,UNKNOWN OR NOT STATED,JAMAICA,UNITED STATES,09/29/2022 12:00:00 AM,S
6418,Dietary Supplement/Medications/Remedy,Jamaican Moho Healing Herb,Lead,-1,ppm,UNKNOWN OR NOT STATED,JAMAICA,UNITED STATES,09/29/2022 12:00:00 AM,S
6419,Dietary Supplement/Medications/Remedy,Jamaican Moho Healing Herb,Mercury,-1,ppm,UNKNOWN OR NOT STATED,JAMAICA,UNITED STATES,09/29/2022 12:00:00 AM,S
6420,Food Other,Fu-wang Family Noodles,Lead,-1,ppm,Fu-wang Beverage Industry LTD,BANGLADESH,BANGLADESH,10/04/2022 00:00,C
6421,Dietary Supplement/Medications/Remedy,Atroplex Pediatrico: Solucion Oral en Gotas,Lead,-1,ppm,Indo-Pharma,DOMINICAN REPUBLIC,DOMINICAN REPUBLIC,10/05/2022 00:00,C
6422,Food Other,Mango Fruit Beverage,Lead,-1,ppm,Shezan International Ltd,PAKISTAN,UNITED STATES,10/05/2022 00:00,C
6423,Food Other,Rooh Afza,Lead,-1,ppm,Hamdard Laboratories (WAQF),PAKISTAN,UNITED STATES,10/05/2022 00:00,C
6424,Food-Spice,Ground turmeric,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,INDIA,10/05/2022 00:00,C
6425,Food-Spice,Chili powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,INDIA,10/05/2022 00:00,C
6426,Food-Spice,Coriander powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,INDIA,10/05/2022 00:00,C
6427,Food-Spice,Dried peppercorn,Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,INDIA,10/05/2022 00:00,C
6428,Cosmetics,Kohl,Lead,820000,ppm,UNKNOWN OR NOT STATED,MOROCCO,MOROCCO,10/05/2022 00:00,A
6429,Cosmetics,Kohl,Lead,830000,ppm,UNKNOWN OR NOT STATED,MOROCCO,MOROCCO,10/05/2022 00:00,A
6430,Food-Spice,Ginger,Lead,0.63,ppm,UNKNOWN OR NOT STATED,MOROCCO,MOROCCO,10/05/2022 00:00,A
6431,Food-Spice,Cumin,Lead,0.41,ppm,UNKNOWN OR NOT STATED,MOROCCO,MOROCCO,10/05/2022 00:00,A
6432,Food-Spice,Turmeric,Lead,1.3,ppm,UNKNOWN OR NOT STATED,MOROCCO,MOROCCO,10/05/2022 00:00,A
6433,Toys/Children's Products,Toy,Lead,0.64,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,10/06/2022 00:00,C
6434,Dietary Supplement/Medications/Remedy,Farmedetra,Lead,-1,ppm,CMS Ouaga,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,10/07/2022 00:00,C
6435,Food-Spice,Mulukhiya,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,10/07/2022 00:00,C
6436,Food-Spice,Baobab Leaf Powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,10/07/2022 00:00,C
6437,Food-Spice,"Dried African locust beans, Sumbala",Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,10/07/2022 00:00,C
6438,Dietary Supplement/Medications/Remedy,Citrus Pectin,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,10/07/2022 00:00,C
6439,Food-Spice,Cardamom,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,INDIA,10/11/2022 00:00,C
6440,Food-Spice,Cinnamon sticks,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,10/11/2022 00:00,C
6441,Food-Spice,Ground cumin,Lead,0.29,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,10/11/2022 00:00,C
6442,Food-Spice,Dry Ground Onion,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,YEMEN,10/14/2022 12:00:00 AM,C
6443,Food-Spice,Curry Powder,Lead,0.67,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,YEMEN,10/14/2022 12:00:00 AM,C
6444,Cosmetics,Kum Kum,Lead,0.3,ppm,UNKNOWN OR NOT STATED,SRI LANKA,SRI LANKA,10/18/2022 12:00:00 AM,C
6445,Dietary Supplement/Medications/Remedy,Eucamiel,Lead,-1,ppm,Nature's Garden,UNKNOWN OR NOT STATED,ECUADOR,10/21/2022 12:00:00 AM,C
6446,Food Other,Colada powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,10/21/2022 12:00:00 AM,C
6447,Food Other,Black Matpe Beans (Lentils),Lead,-1,ppm,UNKNOWN OR NOT STATED,THAILAND,UNKNOWN OR NOT STATED,10/26/2022 12:00:00 AM,C
6448,Food Other,Rice Pancake,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,10/26/2022 12:00:00 AM,C
6449,Food Other,Rice,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,10/26/2022 12:00:00 AM,C
6450,Food Other,Split Pigeon Peas,Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,UNKNOWN OR NOT STATED,10/26/2022 12:00:00 AM,C
6451,Food Other,Cream of Rice,Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,UNKNOWN OR NOT STATED,10/26/2022 12:00:00 AM,C
6452,Cosmetics,Lotion,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNITED STATES,UNKNOWN OR NOT STATED,10/26/2022 12:00:00 AM,C
6453,Cosmetics,Advanced Multi Vitamin,Lead,-1,ppm,Hindustan Unilever Limited,INDIA,UNKNOWN OR NOT STATED,10/26/2022 12:00:00 AM,C
6454,Tableware/Pottery,Small ceramic jar,Lead,24000,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,10/26/2022 12:00:00 AM,S
6455,Tableware/Pottery,Small ceramic jar,Lead,1,MG/CM^2,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,10/26/2022 12:00:00 AM,S
6456,Tableware/Pottery,Small ceramic jar,Lead,540,MG/L,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,10/26/2022 12:00:00 AM,S
6457,Other,Malverde statue,Lead,-1,MG/CM^2,UNKNOWN OR NOT STATED,MEXICO,UNITED STATES,10/26/2022 12:00:00 AM,S
6458,Food-Spice,RED CHILI POWDER,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,10/27/2022 12:00:00 AM,C
6459,Food-Spice,TURMERIC,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,10/27/2022 12:00:00 AM,C
6460,Other,Cat litter,Lead,18,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,10/28/2022 12:00:00 AM,C
6461,Food-Candy,Pulparin,Lead,2.2,ppm,CHUPALETAS S.A. DE C.V.,MEXICO,MEXICO,11/01/2022 00:00,C
6462,Food-Candy,Duvalin,Lead,0.38,ppm,Ricoline,MEXICO,MEXICO,11/01/2022 00:00,C
6463,Food-Candy,Chocolate,Lead,-1,ppm,UNKNOWN OR NOT STATED,POLAND,UNKNOWN OR NOT STATED,11/01/2022 00:00,C
6464,Dietary Supplement/Medications/Remedy,Sea Moss,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,11/01/2022 00:00,C
6465,Dietary Supplement/Medications/Remedy,fish oil,Lead,-1,ppm,"Laleham Health and Beauty, UK.",UNITED KINGDOM,UNKNOWN OR NOT STATED,11/01/2022 00:00,C
6466,Food Other,Spinach,Lead,-1,ppm,UNKNOWN OR NOT STATED,ECUADOR,UNKNOWN OR NOT STATED,11/01/2022 00:00,C
6467,Food-Spice,Curry Powder,Lead,0.36,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,11/02/2022 00:00,C
6468,Food-Spice,Oxtail Seasoning,Lead,0.25,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,11/02/2022 00:00,C
6469,Food-Spice,Maggi,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,11/02/2022 00:00,C
6470,Food-Spice,Haitian Maggi,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,11/02/2022 00:00,C
6471,Food-Spice,Chilli,Lead,0.66,ppm,UNKNOWN OR NOT STATED,PAKISTAN,PAKISTAN,11/03/2022 00:00,C
6472,Food Other,Flour,Lead,-1,ppm,UNKNOWN OR NOT STATED,PAKISTAN,PAKISTAN,11/03/2022 00:00,C
6473,Dietary Supplement/Medications/Remedy,Vita C,Lead,0.4,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,11/04/2022 00:00,C
6474,Food-Spice,Turmeric,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,11/14/2022 12:00:00 AM,C
6475,Food-Spice,Garam Masala,Lead,0.63,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,11/14/2022 12:00:00 AM,C
6476,Food-Spice,Corrainder mixture,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,11/14/2022 12:00:00 AM,C
6477,Food-Spice,Black lentils,Lead,2.2,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,11/14/2022 12:00:00 AM,C
6478,Food Other,Tamarind,Lead,2.5,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,11/15/2022 12:00:00 AM,C
6479,Food-Spice,Turmeric,Lead,0.53,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,11/15/2022 12:00:00 AM,C
6480,Cosmetics,Hashmi Surma,Lead,98000,ppm,UNKNOWN OR NOT STATED,PAKISTAN,PAKISTAN,11/17/2022 12:00:00 AM,C
6481,Food-Spice,Ground cumin,Lead,1,ppm,UNKNOWN OR NOT STATED,ECUADOR,UNITED STATES,11/17/2022 12:00:00 AM,C
6482,Food-Spice,Condimento de aji para seco,Lead,2.1,ppm,UNKNOWN OR NOT STATED,ECUADOR,UNITED STATES,11/17/2022 12:00:00 AM,C
